20,0.26284,0.16663,-0.072032
40,0.26499,0.18057,0.043209
60,0.25585,0.18032,0.042152
80,0.26392,0.1941,0.083392
100,0.27541,0.20431,0.13356
120,0.29503,0.21603,0.14092
140,0.28617,0.22522,0.13072
160,0.29157,0.23256,0.13711
180,0.29752,0.23613,0.16494
200,0.31134,0.24182,0.159
220,0.29435,0.24495,0.15829
240,0.3167,0.24755,0.15062
260,0.30219,0.24764,0.16307
280,0.31742,0.25929,0.18972
300,0.31342,0.2499,0.20564
320,0.30882,0.2537,0.18926
400,0.31476,0.26568,0.21174
480,0.31083,0.26979,0.22555
560,0.3287,0.27444,0.22394
640,0.31459,0.27737,0.22027
720,0.32339,0.27959,0.23499
800,0.31213,0.28132,0.2405
880,0.31475,0.27947,0.23321
960,0.31969,0.27843,0.24125
1040,0.32073,0.28369,0.24254
1120,0.31197,0.27893,0.24642
1200,0.31319,0.27929,0.239
1280,0.31271,0.28014,0.25201
1360,0.31239,0.2751,0.24054
1440,0.30399,0.27559,0.24195
