20,0.32567,0.21157,-0.055818
40,0.3273,0.25129,0.10432
60,0.31989,0.26399,0.11804
80,0.33423,0.26351,0.13892
100,0.3284,0.2704,0.16234
120,0.33086,0.28041,0.17341
140,0.32828,0.27118,0.17763
160,0.33349,0.27059,0.19771
180,0.33036,0.27542,0.21328
200,0.32405,0.27158,0.20276
220,0.32591,0.27739,0.20917
240,0.33449,0.28264,0.21259
260,0.32564,0.28505,0.20947
280,0.31499,0.27834,0.2009
300,0.32203,0.28342,0.22972
320,0.33632,0.28065,0.22237
400,0.31763,0.28593,0.24889
480,0.32864,0.28267,0.23598
560,0.32633,0.2934,0.24926
640,0.32697,0.29561,0.2444
720,0.33007,0.29931,0.24964
800,0.32826,0.29984,0.25547
880,0.33005,0.29971,0.26219
960,0.33916,0.29942,0.26876
1040,0.32647,0.29937,0.27163
1120,0.33064,0.30212,0.24903
1200,0.32562,0.29723,0.26999
1280,0.33151,0.30198,0.2646
1360,0.33077,0.30141,0.26668
1440,0.33941,0.30135,0.26617
