20,0.29236,0.1699,-0.10296
40,0.25591,0.18094,0.018748
60,0.26345,0.19175,0.043043
80,0.2626,0.18396,0.062556
100,0.25404,0.18944,0.11128
120,0.26527,0.19155,0.061071
140,0.24051,0.17836,0.075155
160,0.25495,0.18382,0.10015
180,0.24744,0.19352,0.1134
200,0.25132,0.18915,0.13668
220,0.25279,0.18574,0.099218
240,0.2438,0.18642,0.12261
260,0.24688,0.18638,0.13896
280,0.24771,0.18434,0.11422
300,0.23472,0.18716,0.12466
320,0.2357,0.1844,0.13608
400,0.22721,0.19095,0.11874
480,0.22357,0.18255,0.12424
560,0.22513,0.18399,0.13348
640,0.21856,0.18133,0.12798
720,0.21972,0.17926,0.1334
800,0.2092,0.17933,0.1397
880,0.21065,0.17266,0.13217
960,0.20606,0.16863,0.12931
1040,0.19881,0.1703,0.13543
1120,0.21629,0.17017,0.13337
1200,0.20899,0.16359,0.1241
1280,0.19302,0.16678,0.13741
1360,0.20128,0.16358,0.13392
1440,0.19316,0.16139,0.12373
