"month","country","NI_diff","F_I_BWP","F_I","GR_NCM_log_diff","code","sub_lineage","sub_redefine","sub_richness","sub_evenness","sub_richness_redefine","sub_evenness_redefine"
"2020-06","South Korea",-101585,0,0,0.613961444401705,"KOR",0.341024029188852,0.341024029188852,1.8,0.67221514673394,1.8,0.67221514673394
"2020-07","South Korea",-101585,0,0,0.0982080488673409,"KOR",1.09151356467446,1.09151356467446,3.6,0.863056532324419,3.6,0.863056532324419
"2020-08","South Korea",-101585,0,0,1.36966972039349,"KOR",0.56046770804022,0.56046770804022,3.88,0.419097249586985,3.88,0.419097249586985
"2020-09","South Korea",-101585,0,0,-0.455534742520459,"KOR",0.9863388907239,0.9863388907239,5.74,0.566144709950062,5.74,0.566144709950062
"2020-10","South Korea",-101585,0,0,-0.300077616822816,"KOR",0.945165649036081,0.945165649036081,4.58,0.626857014688165,4.58,0.626857014688165
"2020-11","South Korea",-101585,0,0,1.07141897971503,"KOR",0.374138604027412,0.374138604027412,3.99,0.270305428029263,3.99,0.270305428029263
"2020-12","South Korea",-89938,0,0,1.21859655042357,"KOR",0.694940493134913,0.694940493134913,12.24,0.278046819157961,12.24,0.278046819157961
"2021-01","South Korea",-89938,0,0,-0.482419511363901,"KOR",1.20457851315892,1.20457851315892,11.51,0.4947936278506,11.51,0.4947936278506
"2021-02","South Korea",-89938,0.016734485075587,0.016734485075587,-0.373396288088605,"KOR",1.05204836819373,1.05204836819373,7.43,0.531442208292044,7.43,0.531442208292044
"2021-03","South Korea",-89938,0.0287581200713986,0.0287581200713986,0.166312817061682,"KOR",0.909639465894911,0.909639465894911,6.68,0.48559119442067,6.68,0.48559119442067
"2021-04","South Korea",-89938,0.194375837210779,0.194375837210779,0.333517931546028,"KOR",1.45572278903821,1.45572278903821,9.62,0.646453592986563,9.62,0.646453592986563
"2021-05","South Korea",-89938,2.02477465369452,2.02477465369452,-0.044679120966423,"KOR",1.50603126299744,1.50603126299744,10,0.657930031919476,10,0.657930031919476
"2021-06","South Korea",-6940,5.69756618714287,5.69756618714287,-0.0707639328153444,"KOR",1.30859676837161,1.30859676837161,9.42,0.587809362556871,9.42,0.587809362556871
"2021-07","South Korea",-6940,10.3572970372291,10.3572970372291,0.910459535129705,"KOR",1.56459122149117,1.56439317943958,17.31,0.551373968558448,17.28,0.551683522877075
"2021-08","South Korea",-6940,17.706628654617,17.7236334250841,0.243438304604572,"KOR",0.875552852174415,0.871214441133899,17.37,0.307591396206271,16.84,0.309355818085567
"2021-09","South Korea",-6940,35.5526687109427,35.5849104999846,0.117165768308247,"KOR",0.699535491095544,0.699535491095544,12.59,0.277957421498002,12.59,0.277957421498002
"2021-10","South Korea",-6940,56.3183847815043,56.4836770290595,-0.136833103403815,"KOR",0.723042671149382,0.723042671149382,8.54,0.342662446145382,8.54,0.342662446145382
"2021-11","South Korea",-6940,69.3361918007305,69.3361918007305,0.490965366466428,"KOR",0.898464963665,0.895950076288982,13.3,0.349540159565685,12.64,0.355465804779649
"2021-12","South Korea",198464,72.8584636220832,72.8584636220832,0.75502735370503,"KOR",0.821958583517299,0.800629041299147,13.03,0.322802015565358,10.74,0.34141808714268
"2022-01","South Korea",198464,76.0005821948366,76.0005821948366,0.223844223758844,"KOR",0.878933673924852,0.868612048977254,9,0.400019953804821,7,0.446378292131804
"2022-02","South Korea",198464,77.5348069202163,77.5348069202163,2.35433575668932,"KOR",0.514653165428929,0.514653165428929,2,0.742487569542124,2,0.742487569542124
"2019-12","Spain",-1312234,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2020-01","Spain",-1312234,0,0,NA,"ESP",NA,NA,NA,NA,NA,NA
"2020-02","Spain",-1312234,0,0,NA,"ESP",NA,NA,NA,NA,NA,NA
"2020-03","Spain",-1312234,0,0,7.66416933915285,"ESP",1.62754600175157,1.62754600175157,15.49,0.59672379666237,15.49,0.59672379666237
"2020-04","Spain",-1312234,0,0,0.285400533904166,"ESP",1.4246866160226,1.4246866160226,16.15,0.512915016165162,16.15,0.512915016165162
"2020-05","Spain",-1312234,0,0,-1.57450719666742,"ESP",1.07760754117141,1.07760754117141,8.78,0.49643147445611,8.78,0.49643147445611
"2020-06","Spain",-1062349,0,0,-0.992404161407801,"ESP",1.75034062001638,1.75034062001638,8.08,0.839619185495619,8.08,0.839619185495619
"2020-07","Spain",-1062349,0,0,1.3884111958409,"ESP",1.69798350700079,1.69798350700079,15,0.627013305111439,15,0.627013305111439
"2020-08","Spain",-1062349,0,0,1.49100755003606,"ESP",0.902366341461547,0.902366341461547,20,0.30121728481131,20,0.30121728481131
"2020-09","Spain",-1062349,0,0,0.563678480588619,"ESP",1.31766788905849,1.31766788905849,32,0.380198585816662,32,0.380198585816662
"2020-10","Spain",-1062349,0,0,0.307199499479264,"ESP",1.02943629403836,1.02943629403836,25,0.319812366194806,25,0.319812366194806
"2020-11","Spain",-1062349,0,0,0.104803564507787,"ESP",0.939981578709351,0.939981578709351,31,0.273728911243943,31,0.273728911243943
"2020-12","Spain",96474,0,0,-0.501597880418602,"ESP",1.42901515433727,1.42901515433727,54.32,0.357751732598747,54.32,0.357751732598747
"2021-01","Spain",96474,0.241116,0.241116,1.06794082028488,"ESP",1.66152002354179,1.66152002354179,82,0.377042405089293,82,0.377042405089293
"2021-02","Spain",96474,1.94080988415698,1.94080988415698,-0.603959868301191,"ESP",1.75372183675241,1.75313791805215,68.57,0.414916444701274,67.98,0.415627387568357
"2021-03","Spain",96474,3.59285246429291,3.59285246429291,-0.962386318497833,"ESP",1.08037100400863,1.07237267339432,35.77,0.30236842681951,34.08,0.304248323355315
"2021-04","Spain",96474,6.55186003735487,6.55186003735487,0.342825492294734,"ESP",0.827182263060446,0.786203847445803,33.13,0.236527256157189,28.41,0.235168507606856
