"month","country","date","new_cases_month","index","NI_diff","mean_half_year","total_sum","F_Vero","B_Vero","infection","F_Vero_per_month","F_W_V","F_WC_V","F_B_V","F_BC_V","F_I_BWP","F_I_WP","F_I_BCWP","cut_off","NPI","T_Vero","P_Vero","travel","travel_route","GR_NCM_log_diff","F_I","total_case","sub_lineage","sub_gisaid","sub_richness","sub_evenness","month1","year","travel2"
"2019-12","Argentina",2019-12-01,NA,1,-1332687,16851,9708420,0,0,0,0,0,0,0,0,0,0,0,FALSE,NA,0,0,NA,56,NA,0,NA,NA,NA,NA,NA,12,2019,4.02535169073515
"2020-01","Argentina",2020-01-01,NA,1,-1332687,16851,9708420,0,0,0,0,0,0,0,0,0,0,0,FALSE,3.22548387096774,0,0,NA,1,NA,0,NA,NA,NA,NA,NA,1,2020,0
"2020-02","Argentina",2020-02-01,NA,1,-1332687,16851,9708420,0,0,0,0,0,0,0,0,0,0,0,FALSE,11.11,0,0,NA,382,NA,0,NA,NA,NA,NA,NA,2,2020,5.94542060860658
"2020-03","Argentina",2020-03-01,1054,1,-1332687,16851,9708420,0,0,0,0,0,0,0,0,0,0,0,TRUE,51.7025806451613,0,0,9431,3144,NA,0,1054,1.33591183117987,1.25066982876842,5.16,0.829421122316431,3,2020,8.0532511535491
"2020-04","Argentina",2020-04-01,3374,1,-1332687,16851,9708420,0,0,0,0,0,0,0,0,0,0,0,TRUE,98.457,0,0,10014,3338,1.16350653400461,0,4428,1.52340611649829,1.01261048195899,7.37,0.767845236804494,4,2020,8.11312710422178
"2020-05","Argentina",2020-05-01,12423,1,-1332687,16851,9708420,0,0,0,0,0,0,0,0,0,0,0,TRUE,90.2625806451613,0,0,10587,3529,1.30345060910776,0,16851,1.07830733294786,0.668230497750453,7.01,0.55877149880095,5,2020,8.16876982367527
"2020-06","Argentina",2020-06-01,47679,2,-1315836,1407682,9708420,0,0,0,0,0,0,0,0,0,0,0,TRUE,89.1366666666667,0,0,10483,3494,1.34494145615125,0,64530,1.20651325659009,0.682224882445632,5.94,0.688393326695337,6,2020,8.158802490694
"2020-07","Argentina",2020-07-01,126772,2,-1315836,1407682,9708420,0,0,0,0,0,0,0,0,0,0,0,TRUE,91.8738709677419,0,0,10591,3530,0.977899148046692,0,191302,1.30307058828088,0.714539895578503,7.71,0.641539701758636,7,2020,8.16905314992734
"2020-08","Argentina",2020-08-01,226433,2,-1315836,1407682,9708420,0,0,0,0,0,0,0,0,0,0,0,TRUE,88.2593548387097,0,0,10830,3610,0.580058897994943,0,417735,1.38946784608681,0.907363468916383,9.55,0.619659085918764,8,2020,8.19146305132693
"2020-09","Argentina",2020-09-01,333266,2,-1315836,1407682,9708420,0,0,0,0,0,0,0,0,0,0,0,TRUE,87.96,0,0,10430,3446,0.386491874484852,0,751001,1.47547632091568,1.0791955211041,5.86,0.841273516287485,9,2020,8.14496941708788
"2020-10","Argentina",2020-10-01,415923,2,-1315836,1407682,9708420,0,0,0,0,0,0,0,0,0,0,0,TRUE,83.9587096774193,0,0,8882,2653,0.22155917706573,0,1166924,1.57636781084092,1.0464499648359,7.54,0.786458684622329,10,2020,7.88344635413774
"2020-11","Argentina",2020-11-01,257609,2,-1315836,1407682,9708420,0,0,0,0,0,0,0,0,0,0,0,TRUE,79.6316666666667,0,0,5857,1721,-0.479057215466927,0,1424533,1.33339061635313,0.712734571599409,6.69,0.710014042911464,11,2020,7.45066079621154
"2020-12","Argentina",2020-12-01,200981,3,74995,2357251,9708420,0,0,73.7297842944255,0,0,0,0,0,0,0,0,TRUE,79.17,0.035,0,6957,1824,-0.248232555280184,0,1625514,1.64582023166998,0.737030099175855,8.92,0.757852401146897,12,2020,7.50878717063428
"2021-01","Argentina",2021-01-01,301725,3,74995,2357251,9708420,0.0854545454545455,0,73.7297842944255,0.0854545454545455,0.0854545454545455,0,0.0854545454545455,0,0.0630054520334182,0.0630054520334182,0,TRUE,79.17,0.561333333333333,0.58,6258,1754,0.406305630276064,0.0630054520334182,1927239,1.87659661468917,0.600428348545284,9.84,0.826161931995913,1,2021,7.46965417293213
"2021-02","Argentina",2021-02-01,180126,3,74995,2357251,9708420,0.493076923076923,0,73.7297842944255,0.407622377622378,0.493076923076923,0.0854545454545455,0.493076923076923,0.0854545454545455,0.363544551790206,0.363544551790206,0.0630054520334182,TRUE,78.4392857142857,1.40730769230769,0.914615384615385,7074,1736,-0.515859400499478,0.363544551790206,2107365,1.84239101605112,0.761822345826227,9.22,0.834078825879969,2,2021,7.4593388952203
"2021-03","Argentina",2021-03-01,241456,3,74995,2357251,9708420,1.075,0,73.7297842944255,0.581923076923077,1.075,0.493076923076923,1.075,0.493076923076923,0.792595181165074,0.792595181165074,0.363544551790206,TRUE,72.6993548387097,5.53533333333333,4.45933333333333,6597,1788,0.293030655871711,0.792595181165074,2348821,2.45542707007739,0.8706824121692,17.61,0.857372383345786,3,2021,7.48885295573346
"2021-04","Argentina",2021-04-01,628542,3,74995,2357251,9708420,1.71066666666667,0,73.7297842944255,0.63566666666667,1.71066666666667,1.075,1.71066666666667,1.075,1.26127084332997,1.26127084332997,0.792595181165074,TRUE,76.385,12.865,11.1526666666667,5802,1670,0.956715589697021,1.26127084332997,2977363,2.33740051478502,0.760786088627861,18.67,0.800178727570474,4,2021,7.4205789054108
"2021-05","Argentina",2021-05-01,804421,3,74995,2357251,9708420,4.07741935483871,0,73.7297842944255,2.36675268817204,4.07741935483871,1.71066666666667,4.07741935483871,1.71066666666667,3.00627249510174,3.00627249510174,1.26127084332997,TRUE,82.6906451612903,21.9258064516129,17.848064516129,5901,1734,0.246719912399234,3.00627249510174,3781784,1.93118828562601,0.391312750751942,13.33,0.747381408294228,5,2021,7.45818615734049
