"month","country","date","F_Vero","B_Vero","VE","FW_BW_P","travel_route","GR_NCM_log_diff","new_cases_month","total_case","NPI_NV","shannon_strategy1","richness_strategy1","evenness_strategy1","redefine_shannon_strategy1","richness_redefine_strategy1","evenness_redefine_strategy1","simpson_strategy1","shannon_strategy2","richness_strategy2","evenness_strategy2","shannon_strategy3","richness_strategy3","evenness_strategy3","month1","year"
"2020-01","Argentina","2020-01-01",0,0,NA,0,NA,NA,NA,NA,3.22548387096774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2020
"2020-02","Argentina","2020-02-01",0,0,NA,0,NA,NA,NA,NA,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2020
"2020-03","Argentina","2020-03-01",0,0,NA,0,NA,NA,1054,1054,51.7025806451613,1.07242119020372,3.33,0.914267755734982,1.07242119020372,3.33,0.914267755734982,0.6048,1.74060233735829,10,0.755933990302607,1.38503615633764,5.4,0.831290632993683,3,2020
"2020-04","Argentina","2020-04-01",0,0,NA,0,NA,1.16350653400461,3374,4428,98.457,1.37086337127266,5.23,0.837846828877856,1.37086337127266,5.23,0.837846828877856,0.694532871972318,1.58503663191119,10,0.688372662853547,1.51477789208835,7.39,0.762604612911958,4,2020
"2020-05","Argentina","2020-05-01",0,0,NA,0,NA,1.30345060910776,12423,16851,90.2625806451613,1.07689006533713,6.23,0.593200848654732,1.07689006533713,6.23,0.593200848654732,0.522799167533819,1.10305323054508,8.45,0.517896539500545,1.08731797983415,7.29,0.550981665525114,5,2020
"2020-06","Argentina","2020-06-01",0,0,NA,0,NA,1.34494145615125,47679,64530,89.1366666666667,1.24293353230717,8,0.597724681071383,1.24293353230717,8,0.597724681071383,0.574074074074074,1.24293353230717,8,0.597724681071383,1.17002654001109,5.94,0.662725292999036,6,2020
"2020-07","Argentina","2020-07-01",0,0,NA,0,NA,0.977899148046692,126772,191302,91.8738709677419,1.31259731097288,8,0.63122587707492,1.31259731097288,8,0.63122587707492,0.583312909211862,1.31259731097288,8,0.63122587707492,1.2973539348949,7.4,0.650229893759393,7,2020
"2020-08","Argentina","2020-08-01",0,0,NA,0,NA,0.580058897994943,226433,417735,88.2593548387097,1.17890192288316,9,0.536541387277031,1.17890192288316,9,0.536541387277031,0.547769217333928,1.17760888326174,8.87,0.53980401723016,1.14213812175674,7.44,0.572495795147508,8,2020
"2020-09","Argentina","2020-09-01",0,0,NA,0,NA,0.386491874484852,333266,751001,87.96,0.967647222857429,5,0.601233023890911,0.967647222857429,5,0.601233023890911,0.512783053323594,0.967647222857429,5,0.601233023890911,0.901353492617469,3.75,0.695971001363691,9,2020
"2020-10","Argentina","2020-10-01",0,0,NA,0,NA,0.22155917706573,415923,1166924,83.9587096774193,1.13546402538396,6,0.633714538633443,1.13546402538396,6,0.633714538633443,0.583857072240661,1.13546402538396,6,0.633714538633443,1.08114539328887,5.12,0.666353184312953,10,2020
"2020-11","Argentina","2020-11-01",0,0,NA,0,NA,-0.479057215466927,257609,1424533,79.6316666666667,1.38675413335045,10,0.602259667870625,1.38675413335045,10,0.602259667870625,0.664852607709751,1.38675413335045,10,0.602259667870625,1.32717242650968,6.77,0.700413140282713,11,2020
"2020-12","Argentina","2020-12-01",0,0,NA,0,NA,-0.248232555280184,200981,1625514,79.17,1.57797413832146,12,0.635023508209489,1.57797413832146,12,0.635023508209489,0.701695912165474,1.57797413832146,12,0.635023508209489,1.47607961334097,8.17,0.708845387216226,12,2020
"2021-01","Argentina","2021-01-01",0.047741935483871,0,NA,0.0356775160267706,NA,0.406305630276064,301725,1927239,79.17,1.84454136624073,16,0.665277670447515,1.84454136624073,16,0.665277670447515,0.74639741201843,1.84454136624073,16,0.665277670447515,1.71435109574911,10.44,0.734659376982821,1,2021
"2021-02","Argentina","2021-02-01",0.522857142857143,0,NA,0.390728317721565,NA,-0.515859400499478,180126,2107365,78.4392857142857,2.00163417099042,15,0.739142195434829,1.97746274687796,14,0.749306475720346,0.790578432943439,2.00163417099042,15,0.739142195434829,1.82307945225445,9.67,0.807974667768282,2,2021
"2021-03","Argentina","2021-03-01",1.15483870967742,0,NA,0.843483231116207,NA,0.293030655871711,241456,2348821,72.6993548387097,2.34789638159792,21,0.771187084222506,2.17800008951887,18,0.753536317108282,0.837974732674804,2.33795323166922,20.53,0.773851107395166,2.28043669293556,17.61,0.795883158658768,3,2021
"2021-04","Argentina","2021-04-01",1.83,0,NA,1.3287492877565,NA,0.956715589697021,628542,2977363,71.76,2.36079046391266,27,0.716294695366624,1.8934225517767,21,0.621911183283158,0.869715120525931,2.32183405485489,20.89,0.765196260354151,2.30398373008752,18.84,0.786484603754539,4,2021
"2021-05","Argentina","2021-05-01",4.54645161290323,0,NA,3.28499846001088,NA,0.246719912399234,804421,3781784,82.1535483870968,1.98682907793836,18,0.687395686215993,1.27279596099149,13,0.496226546262552,0.800790107709751,1.9733904822835,16.08,0.711418419689141,1.9346194301748,14.37,0.727510621770835,5,2021
"2021-06","Argentina","2021-06-01",8.09666666666667,0,NA,5.89457765159618,NA,-0.155476735392471,688590,4470374,77.8093333333333,1.61083613197119,19,0.547077437626916,0.82530159443539,16,0.297664629382423,0.732967901234568,1.58177296284949,12.23,0.63575063992379,1.58286349937756,11.86,0.644120283280138,6,2021
"2021-07","Argentina","2021-07-01",12.4938709677419,0,NA,9.0278595394077,NA,-0.404746506084754,459390,4929764,75,2.11233701356262,32,0.609491626830598,1.37235137564126,26,0.421212618971272,0.779434885142807,2.06069741318437,23.38,0.654893238624343,2.06056161478011,22.12,0.666693595680766,7,2021
"2021-08","Argentina","2021-08-01",24.9190322580645,0,NA,17.6775006870219,NA,-0.585284736278139,255856,5185620,75.75,2.31233733166326,48,0.597317815620471,1.57145544485093,40,0.425998047482524,0.791725314813579,2.2254045759324,30.5,0.651696462338922,2.23911163953678,33.06,0.640625810443399,8,2021
"2021-09","Argentina","2021-09-01",43.6886666666667,0,NA,31.0314319499281,NA,-1.27797094508677,71282,5256902,75.93,2.77216704154341,39.57,0.753726374949397,2.18164104494085,29.75,0.6430384122179,0.884136946092665,2.72448912652798,33.3,0.777612916094746,2.69270559141037,30.21,0.790962583793262,9,2021
"2021-10","Argentina","2021-10-01",55.4329032258064,0.0206451612903226,NA,39.3247108122778,NA,-0.803881103810006,31905,5288807,42.59,2.48586306740176,23.18,0.791819116321329,2.17252119770674,18.05,0.752202799764898,0.8818390625,2.49599826444103,24.91,0.777030795044713,2.46534704086437,21.78,0.801350469298155,10,2021
"2021-11","Argentina","2021-11-01",63.0183333333333,2.433,NA,44.8948647888554,NA,0.273501131455285,41941,5330748,47.22,2.42862746361712,23.58,0.769157035893231,2.14988264851658,16.26,0.772024585344251,0.853419954648526,2.43325764038526,23.7,0.769573645363665,2.45910769925345,25.08,0.763690613864044,11,2021
"2021-12","Argentina","2021-12-01",71.1309677419355,9.00451612903226,NA,52.5953133195754,NA,2.04342971331314,323660,5654408,51.108064516129,2.09963149523227,35,0.590555821517145,1.79987255448754,25,0.559161847929079,0.732545596405699,2.03240822636352,23.39,0.645456841951417,2.06911715408953,27.89,0.622114142406671,12,2021
"2022-01","Argentina","2022-01-01",76.3758064516129,22.3109677419355,NA,57.1205935219418,NA,2.13025412362097,2724248,8378656,45.9335483870968,2.49122589769625,16,0.898519812085136,1.78272616896063,9,0.811353644661076,0.897828408686365,2.49122589769625,16,0.898519812085136,2.21821348012136,10.99,0.929379031220701,1,2022
"2022-02","Argentina","2022-02-01",79.7928571428571,34.7703571428571,NA,60.4109252494964,NA,-1.65228011782708,522000,8900656,44.44,0.801818552543337,3,0.729846699162098,0.325082973391448,2,0.468995593589281,0.46,0.801818552543337,3,0.729846699162098,0.513298918901219,1.94897959183673,0.86384129155592,2,2022
"2022-03","Argentina","2022-03-01",81.5306451612903,40.5687096774194,NA,59.6946779626675,NA,-1.33582707828405,137255,9037911,39.9625806451613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2022
