"month","country","date","F_I_BWP","GR_NCM_log_diff","NPI","travel","travel_route","code","sub_lineage","sub_richness","sub_evenness"
"2022-02","Denmark",19024,73.4599715976962,0.0837171082745929,16.67,18791,3423,"DNK",0.0134673948580019,4.73,0.0087533367520996
"2019-12","Ecuador",18231,0,NA,NA,NA,990,NA,NA,NA,NA
"2020-01","Ecuador",18262,0,NA,NA,NA,713,"ECU",NA,NA,NA
"2020-02","Ecuador",18293,0,NA,NA,NA,807,"ECU",NA,NA,NA
"2020-03","Ecuador",18322,0,NA,54.3009677419355,1170,1170,"ECU",0.695990192134229,3.34,0.576034503856789
"2020-04","Ecuador",18353,0,2.31562470650185,93.52,1695,1551,"ECU",1.46806020349905,6,0.819339999989804
"2020-05","Ecuador",18383,0,-0.272724435176151,86.8270967741935,2945,1872,"ECU",0.509137344082687,3,0.463436782324667
"2020-06","Ecuador",18414,0,0.00329375351950745,81.85,4903,2451,"ECU",1.10343290963819,4,0.79595859334435
"2020-07","Ecuador",18444,0,0.511967235638199,79.3161290322581,5049,2525,"ECU",1.48781671640145,6,0.830366319784232
"2020-08","Ecuador",18475,0,-0.0178255352147882,75.4035483870968,5506,2680,"ECU",1.29212451892104,4,0.932070817829212
"2020-09","Ecuador",18506,0,0.0946636370251621,61.0186666666667,6331,2555,"ECU",0.750968778249343,5,0.466603136689867
"2020-10","Ecuador",18536,0,-0.00282150945461801,52.0625806451613,7080,2389,"ECU",1.39644121400875,7,0.717628825095897
"2020-11","Ecuador",18567,0,-0.240266356265243,52.78,7722,2609,"ECU",1.27703425946614,4,0.921185496588554
"2020-12","Ecuador",18597,0,-0.21134271728444,61.5029032258065,8020,2673,"ECU",1.61921871847695,7,0.832113815359376
"2021-01","Ecuador",18628,0,0.658822918364221,69.7990322580645,7064,2451,"ECU",1.86604490655937,8,0.897377910923105
"2021-02","Ecuador",18659,0.012930291927012,-0.0812200194260626,68.8453571428571,6642,2724,"ECU",1.03972077083992,3,0.946394630357186
"2021-03","Ecuador",18687,0.147263778866468,0.187206709180742,59.858064516129,6922,2554,"ECU",1.79110873315462,7,0.920447808972145
"2021-04","Ecuador",18718,0.776426097588752,0.220454493026182,67.9946666666667,7448,2602,"ECU",1.79051171358015,7,0.92014100160246
"2021-05","Ecuador",18748,2.02585680509809,-0.184149728095747,72.7287096774193,7554,2571,"ECU",1.64850428094027,13,0.642704416812251
"2021-06","Ecuador",18779,5.10685857945453,-0.307934829337634,59.4183333333333,8898,2966,"ECU",1.61381306777746,10.97,0.675025744210287
"2021-07","Ecuador",18809,8.26013449859297,-0.1174904736581,60.7235483870968,9264,3088,"ECU",1.91497225818768,12.71,0.757540492509014
"2021-08","Ecuador",18840,23.2894016180284,-0.697521428117916,63.1738709677419,10007,3336,"ECU",1.89597601957382,15.34,0.6959663417902
"2021-09","Ecuador",18871,40.7172728375037,-0.532941131767743,59.7233333333333,9584,3195,"ECU",1.73169037397174,11.56,0.709459511884557
"2021-10","Ecuador",18901,41.8687659748294,-0.174291282181724,59.8732258064516,9071,3024,"ECU",1.42347484234634,8.18,0.68013606489311
"2021-11","Ecuador",18932,44.2000723970266,0.391297947843384,57.87,9569,3190,"ECU",1.78482696820214,10.35,0.766172910176179
"2021-12","Ecuador",18962,49.5707943612556,0.745620824062462,59.4841935483871,9633,3211,"ECU",1.98914502600968,12,0.800490845875191
"2022-01","Ecuador",18993,54.8071813297205,2.1125088461397,62.1745161290323,8980,3042,"ECU",1.82173839332084,8,0.876070981947001
"2022-02","Ecuador",19024,51.2101272226978,-0.645959334091335,59.9039285714286,8719,2906,"ECU",NA,NA,NA
"2019-12","Egypt",18231,0,NA,NA,NA,130,NA,NA,NA,NA
"2020-01","Egypt",18262,0,NA,NA,NA,403,"EGY",NA,NA,NA
"2020-02","Egypt",18293,0,NA,0,NA,950,"EGY",NA,NA,NA
"2020-03","Egypt",18322,0,6.56385552653213,28.7038709677419,1093,1093,"EGY",0,1,NA
"2020-04","Egypt",18353,0,1.91812490912837,84.26,1048,1048,"EGY",1.67698777432242,6,0.935944697445866
"2020-05","Egypt",18383,0,1.39351908033547,84.8567741935484,1446,1353,"EGY",1.33157003389279,9,0.606023638925021
"2020-06","Egypt",18414,0,0.801008679683278,73.892,2849,2115,"EGY",1.76620904060635,15,0.652206905133249
"2020-07","Egypt",18444,0,-0.519658313244902,60.19,2563,1836,"EGY",1.61285163140763,8,0.775617683440489
"2020-08","Egypt",18475,0,-1.66785042538888,62.7812903225806,1792,1558,"EGY",0.732641510024468,3.62,0.573296456360359
"2020-09","Egypt",18506,0,-0.132209787122243,63.8866666666667,1713,1466,"EGY",0.777462131910929,3,0.707676529682256
"2020-10","Egypt",18536,0,0.0227493561942289,62.8754838709677,2951,2190,"EGY",0.82773815699892,3,0.75343973987622
"2020-11","Egypt",18567,0,0.651196096559014,60.19,3175,1796,"EGY",0.304636097349238,2,0.439496986921513
"2020-12","Egypt",18597,0,0.974902798504605,61.9803225806452,3448,1550,"EGY",1.31762924899293,9,0.599678914292111
"2021-01","Egypt",18628,0,0.23034970365245,60.7225806451613,3304,1625,"EGY",1.89742326878223,14,0.71897766201951
"2021-02","Egypt",18659,0,-0.526509668886529,54.63,3980,1619,"EGY",0.512745141198459,3,0.466720740781154
"2021-03","Egypt",18687,0,0.179251225613601,53.4364516129032,4107,1594,"EGY",1.51250676255708,8,0.727362001884038
"2021-04","Egypt",18718,0,0.254601701512168,50.93,5077,1810,"EGY",1.9287020338119,8,0.927509619844296
"2021-05","Egypt",18748,0.205887514285714,0.3225685447008,63.3512903225806,4784,1692,"EGY",1.52380034762189,9,0.69351142497653
"2021-06","Egypt",18779,0.4487024,-0.633263616209375,41.482,4113,1506,"EGY",NA,NA,NA
"2021-07","Egypt",18809,0.843407228571426,-1.83295723206473,43.52,5894,1928,"EGY",NA,NA,NA
"2021-08","Egypt",18840,1.5948444,0.338148682948464,43.52,3459,1408,"EGY",1.88915916375402,7,0.970835762725816
"2021-09","Egypt",18871,3.141221625,1.34769083004773,43.52,4120,1859,"EGY",2.5163151268927,15,0.929198109351343
"2021-10","Egypt",18901,5.8233768,0.499117733641265,43.52,4440,1938,"EGY",2.33580976872353,19,0.793295356178442
"2021-11","Egypt",18932,9.30256225714289,0.0395211828026643,43.52,4625,1701,"EGY",1.41417546405698,6,0.789266354298241
"2021-12","Egypt",18962,12.4197898,-0.0206759812375186,43.52,4630,1692,"EGY",2.45224714356052,15,0.905539765312482
"2022-01","Egypt",18993,16.7425566714285,0.401518621725643,43.52,3161,1896,"EGY",NA,NA,NA
"2022-02","Egypt",19024,19.49843595,0.360781929102426,43.52,4175,1883,"EGY",NA,NA,NA
"2019-12","Finland",18231,0,NA,NA,NA,365,NA,NA,NA,NA
"2020-01","Finland",18262,0,NA,5.56,NA,541,"FIN",NA,NA,NA
"2020-02","Finland",18293,0,1.94591014905531,13.0279310344828,NA,310,"FIN",NA,NA,NA
"2020-03","Finland",18322,0,5.47106947232584,47.0129032258064,1042,1042,"FIN",0.850365788938764,3.2,0.742043010962811
"2020-04","Finland",18353,0,0.789331104412867,69.7246666666667,1041,1041,"FIN",0.373796539554984,2.61,0.407262783052614
"2020-05","Finland",18383,0,-0.805079461381006,64.2193548387097,1914,1342,"FIN",0.315103259648837,1.79,0.609114011939838
"2020-06","Finland",18414,0,-1.74874208414436,39.5066666666667,4809,2273,"FIN",0,1,NA
"2020-07","Finland",18444,0,-0.314951100567333,36.6222580645161,10513,3111,"FIN",NA,NA,NA
"2020-08","Finland",18475,0,1.26233241951152,33.5758064516129,8263,2942,"FIN",1.1479403238438,3.36,0.959819917459814
"2020-09","Finland",18506,0,1.01936291701397,32.41,5236,2554,"FIN",1.19668091112235,4.42,0.817278495602211
"2020-10","Finland",18536,0,1.1138772814119,35.9006451612903,3444,1952,"FIN",1.185288152532,5.38,0.720952301168049
"2020-11","Finland",18567,0,0.380388322887919,41.265,3359,1768,"FIN",1.62329228598197,9.24,0.733385789835146
"2020-12","Finland",18597,0,0.183110786601732,51.4745161290323,2911,1662,"FIN",2.24859764977994,14.41,0.845521287185814
"2021-01","Finland",18628,0.136968803100817,-0.17794622372408,52.31,2640,1573,"FIN",2.14736737668339,14.16,0.813377887895676
"2021-02","Finland",18659,1.18303632028895,0.318732676706029,52.31,1537,1269,"FIN",1.55609703275328,12.79,0.611654740315473
"2021-03","Finland",18687,1.45385911300611,0.463487906555706,52.31,1478,1244,"FIN",1.24176459826376,11.4,0.513407770221993
"2021-04","Finland",18718,1.95348047666714,-0.786174025705082,52.31,1874,1400,"FIN",0.939524170892504,5.56,0.56509759290366
"2021-05","Finland",18748,5.10959778410422,-0.487049496518724,52.31,2597,1590,"FIN",0.927851545415804,5.81,0.530067876856689
"2021-06","Finland",18779,13.1965110554751,-0.527802733704624,48.399,4469,2235,"FIN",1.03217090955844,4.44,0.70353007098084
"2021-07","Finland",18809,23.9579217916319,1.24579975818623,43.8009677419355,7191,3465,"FIN",1.41970352277748,10.38,0.611184262046805
"2021-08","Finland",18840,38.1682580734552,0.583351420842394,38.37,7076,3538,"FIN",1.87277300859335,17.73,0.653690899108077
"2021-09","Finland",18871,51.7922363041728,-0.372599819638515,35.876,6756,3378,"FIN",1.93905985633485,12.98,0.760643130378911
"2021-10","Finland",18901,60.7499687614075,0.202861431648028,29.63,7790,3681,"FIN",1.87344346359294,13.39,0.724849624279354
"2021-11","Finland",18932,64.1590476378844,0.514607305585082,29.9093333333333,7109,3099,"FIN",1.9967408061504,18.21,0.689642677230783
"2021-12","Finland",18962,67.742646512831,1.04593589753606,34.0325806451613,7542,2736,"FIN",2.25716303234041,28.69,0.67346887689944
"2022-01","Finland",18993,68.5923936693884,0.97720030099118,36.6032258064516,4170,1862,"FIN",1.98289176647963,13,0.773072482195924
"2022-02","Finland",19024,69.9700881497052,-0.392810458280195,41.67,4149,1990,"FIN",NA,NA,NA
"2019-12","France",18231,0,NA,NA,NA,934,NA,NA,NA,NA
"2020-01","France",18262,0,NA,5.56,NA,772,"FRA",NA,NA,NA
"2020-02","France",18293,0,2.94443897916644,7.71448275862069,NA,815,"FRA",NA,NA,NA
"2020-03","France",18322,0,6.30759980316542,65.7387096774194,47087,5283,"FRA",1.08257314270513,20.64,0.358251634376806
"2020-04","France",18353,0,0.989983164829646,87.96,46087,5742,"FRA",0.931357666531861,28.36,0.27872132335578
"2020-05","France",18383,0,-1.82796951466478,80.0758064516129,68761,8114,"FRA",0.487240153872378,6.59,0.259975489229503
"2020-06","France",18414,0,-0.250852070819688,66.2016666666667,109214,11673,"FRA",1.66938983848556,12,0.671811892260815
"2020-07","France",18444,0,0.2702198398728,48.0903225806452,183219,15784,"FRA",2.27539929322657,21,0.747374782012785
"2020-08","France",18475,0,1.40187415966991,47.3741935483871,199569,13011,"FRA",2.09747205782201,26.46,0.641089383227912
"2020-09","France",18506,0,1.11001993779574,48.395,151327,11229,"FRA",1.57368106355041,34,0.446262102971363
"2020-10","France",18536,0,1.04147110008965,50.1658064516129,130764,11495,"FRA",1.20696443701951,43,0.320898755687969
"2020-11","France",18567,0,0.115898119635954,78.33,96101,10245,"FRA",1.31921636735518,50,0.337221014683375
"2020-12","France",18597,0,-0.817235984952626,68.9074193548387,103772,10730,"FRA",1.81901916780726,44,0.480689221148728
"2021-01","France",18628,0.0084051,0.371027474141842,63.89,103900,9347,"FRA",1.88564603438296,90.14,0.418986624642095
"2021-02","France",18659,1.08352130738502,-0.0313786705169239,62.2057142857143,99846,10449,"FRA",1.95923475476175,85.99,0.439953923495095
"2021-03","France",18687,3.05834612669786,0.463096642791914,66.8770967741935,104706,10778,"FRA",1.31974871255155,69.97,0.310763464415813
"2021-04","France",18718,5.88593991218254,0.0899492165958549,74.0126666666667,102569,10337,"FRA",1.01809769180534,49.38,0.261159274492456
"2021-05","France",18748,12.028896799205,-0.88883789718456,60.7235483870968,129232,12145,"FRA",0.939588748154296,43.17,0.24968475137483
"2021-06","France",18779,21.1986134685628,-1.30557405940426,51.8666666666667,149595,12009,"FRA",2.42389433814521,52.3,0.612921389172941
"2021-07","France",18809,36.8539102772244,1.17870113989425,44.4574193548387,197670,12919,"FRA",2.63673091824512,72.78,0.615289612441763
"2021-08","France",18840,48.1511008914782,0.572464147909756,60.0377419354839,230420,12445,"FRA",2.42581259525433,81.96,0.550678269391626
"2021-09","France",18871,56.1328385755337,-0.86171677087898,66.67,202060,11311,"FRA",2.6023546029353,74.12,0.604611844317419
"2021-10","France",18901,58.6066747482956,-0.540542122488908,66.67,190747,11247,"FRA",2.52042254947302,59.95,0.616100565542448
"2021-11","France",18932,57.9432191970573,1.19763943425643,66.67,181062,11181,"FRA",2.65629024577863,83.69,0.600159483619426
"2021-12","France",18962,66.0476815089584,1.50772173736747,71.6829032258065,159343,11190,"FRA",2.75681931866766,111.13,0.585234394487418
"2022-01","France",18993,69.1897597888334,1.38492533982582,70.1574193548387,145606,9640,"FRA",2.7594901074672,60,0.673976033411695
"2022-02","France",19024,68.8838726979556,-0.947335210495655,67.0919230769231,154376,10696,"FRA",1.94110961380126,16,0.700107303413241
"2019-12","Germany",18231,0,NA,NA,NA,38,NA,NA,NA,NA
"2020-01","Germany",18262,0,NA,5.56,NA,69,"DEU",NA,NA,NA
"2020-02","Germany",18293,0,2.69462718077007,10.1544827586207,NA,976,"DEU",NA,NA,NA
"2020-03","Germany",18322,0,6.87658531465086,48.7745161290323,72041,4757,"DEU",1.67906938289738,27.42,0.507830109912345
"2020-04","Germany",18353,0,0.240170733059557,76.85,66748,4910,"DEU",1.47808254688353,29,0.438952388358901
"2020-05","Germany",18383,0,-1.49748194267586,63.841935483871,98663,6672,"DEU",1.60953627546317,11.42,0.661710737558278
"2020-06","Germany",18414,0,-0.530010824925432,61.3276666666667,172259,9263,"DEU",0.778548292750647,6.27,0.428485018407597
"2020-07","Germany",18444,0,0.221209637204085,56.7938709677419,247592,10791,"DEU",2.6789773976085,23.18,0.852685665396755
"2020-08","Germany",18475,0,0.831361038343923,57.9270967741935,285917,11071,"DEU",3.29778954098932,43.61,0.873983017049246
"2020-09","Germany",18506,0,0.335367071315613,50.4963333333333,237651,10022,"DEU",3.28192240634258,54.56,0.820850801514427
"2020-10","Germany",18536,0,1.60243793391041,55.2148387096774,180926,8220,"DEU",3.25469699628028,63,0.78556388126798
"2020-11","Germany",18567,0,0.812136525148375,62.1786666666667,133101,6945,"DEU",3.48631964977798,86,0.782678003735873
"2020-12","Germany",18597,0,0.229611083126308,75.478064516129,113575,6413,"DEU",3.28782734909204,86,0.738116525367787
"2021-01","Germany",18628,0.157856649069869,-0.346559619214553,83.5112903225806,125338,6072,"DEU",3.23248552107846,126.5,0.667947685984502
"2021-02","Germany",18659,1.64811721314941,-0.756655449754211,82.8675,126571,6725,"DEU",2.45925947688285,74.92,0.5700327438683
"2021-03","Germany",18687,3.39867800108622,0.560215944095754,76.7038709677419,135555,7005,"DEU",1.15923490674608,64.62,0.278226392582344
"2021-04","Germany",18718,5.74952247552123,0.356308026837921,75,141246,6917,"DEU",0.410882411051503,39.8,0.111660154375737
"2021-05","Germany",18748,10.8755934337748,-0.680075214592808,74.8206451612903,166455,7763,"DEU",0.527786664590143,32.08,0.152308736530229
"2021-06","Germany",18779,25.3982316471519,-1.81613374173788,67.8983333333333,213436,8934,"DEU",1.59403135598324,30.75,0.465879680770012
"2021-07","Germany",18809,40.579214852917,-0.133025329108925,67.59,267588,10668,"DEU",2.94348264151815,40.89,0.793975074825658
"2021-08","Germany",18840,49.974087484255,1.5397484760419,59.738064516129,309924,11376,"DEU",3.16000754114518,79.04,0.723334441740317
"2021-09","Germany",18871,53.4078686218165,0.371944340507429,56.4833333333333,281809,10570,"DEU",3.12837376161237,83.54,0.70716376616643
"2021-10","Germany",18901,54.792027315373,0.296625260246119,42.2351612903226,260457,9819,"DEU",3.0322450027545,84.62,0.683403397694727
"2021-11","Germany",18932,55.633313145103,1.27196359826062,53.7636666666667,221191,8425,"DEU",2.96764285622701,106.23,0.636167200686346
"2021-12","Germany",18962,63.3308579652603,-0.0351521572876088,84.0061290322581,175175,7855,"DEU",2.94742177743563,106.27,0.631781974548502
"2022-01","Germany",18993,65.9624752259879,0.801935743091287,84.26,198675,8040,"DEU",3.02035485758087,101,0.654447667522255
"2022-02","Germany",19024,66.2590955733354,0.545530989744799,77.5146428571429,177139,8296,"DEU",0.627155376366644,23,0.200018030070196
"2019-12","Ghana",18231,0,NA,NA,NA,46,NA,NA,NA,NA
"2020-01","Ghana",18262,0,NA,NA,NA,20,"GHA",NA,NA,NA
"2020-02","Ghana",18293,0,NA,NA,NA,77,"GHA",NA,NA,NA
"2020-03","Ghana",18322,0,NA,50.4122222222222,NA,26,"GHA",0,1,NA
"2020-04","Ghana",18353,0,2.47502360445579,76.698,NA,443,"GHA",NA,NA,NA
"2020-05","Ghana",18383,0,1.14241988978223,60.9638709677419,NA,278,"GHA",1.52295506753132,5,0.946265187221801
"2020-06","Ghana",18414,0,0.478039136494475,55.37,NA,546,"GHA",NA,NA,NA
"2020-07","Ghana",18444,0,0.607817020829199,52.78,1023,1023,"GHA",1.4095733778339,7,0.72437742231737
"2020-08","Ghana",18475,0,-0.702537983293487,52.78,1025,1025,"GHA",1.44554132240054,6,0.806771973150684
"2020-09","Ghana",18506,0,-1.32940122440135,44.44,NA,993,"GHA",0.529706199057654,2,0.76420450650862
"2020-10","Ghana",18536,0,-0.488034630921461,44.081935483871,1030,1030,"GHA",0.673011667009257,2,0.970950594454669
"2020-11","Ghana",18567,0,0.927286736607008,38.89,5219,3039,"GHA",0.677908725644198,3,0.61705911415396
"2020-12","Ghana",18597,0,-0.151570033233765,38.89,7349,3674,"GHA",1.53939913033496,6.71,0.810854387649676
"2021-01","Ghana",18628,0,1.37193597207923,37.6964516129032,8752,3687,"GHA",1.22768592870466,11.18,0.509873178967431
"2021-02","Ghana",18659,0,0.3293501832998,40.0792857142857,10542,2982,"GHA",0.875177711019287,5.91,0.493116804075705
"2021-03","Ghana",18687,0,-0.952987154744003,49.4345161290323,11569,2948,"GHA",0.949734427275011,4.93,0.609298495834576
"2021-04","Ghana",18718,0,-1.19839893633557,48.4566666666667,9436,2799,"GHA",1.16377184247187,4.38,0.793068610217694
"2021-05","Ghana",18748,0.889287,-0.392911591505975,43.128064516129,4524,2468,"GHA",1.459766039124,4.87,0.92754496680518
"2021-06","Ghana",18779,0.89676,0.411435275094669,42.59,4312,2372,"GHA",1.34292479185444,5.17,0.82215027619099
"2021-07","Ghana",18809,0.944088999999998,1.25968341133994,42.59,4176,2352,"GHA",1.32412922511072,7.47,0.66183893893927
"2021-08","Ghana",18840,1.365068,0.837518621763317,43.1867741935484,4056,2077,"GHA",1.46481638489081,5,0.91014159264798
"2021-09","Ghana",18871,1.786047,-0.713142309784786,40.74,3522,1940,"GHA",1.27392833960608,7.03,0.657620704601468
"2021-10","Ghana",18901,1.94298,-1.13158855690974,40.74,1095,1095,"GHA",1.80669717582053,7.06,0.929844066451886
"2021-11","Ghana",18932,1.0820904,-1.12437483759813,39.9986666666667,1087,1087,"GHA",1.28447989957929,3.71,0.985783546226744
"2021-12","Ghana",18962,3.6953985,2.66117990099885,40.1122580645161,2356,1543,"GHA",1.6094379124341,5,1
"2022-01","Ghana",18993,6.1888895,0.143940316589356,43.52,2930,1802,"GHA",NA,NA,NA
"2022-02","Ghana",19024,9.896743,-1.62127749630146,43.52,3007,1848,"GHA",NA,NA,NA
"2019-12","Greece",18231,0,NA,NA,NA,827,NA,NA,NA,NA
"2020-01","Greece",18262,0,NA,0,NA,705,"GRC",NA,NA,NA
"2020-02","Greece",18293,0,NA,10.554,NA,426,"GRC",NA,NA,NA
"2020-03","Greece",18322,0,5.66296048013595,54.658064516129,1182,1182,"GRC",0.8684223485808,2.92,0.838925635891302
"2020-04","Greece",18353,0,0.219665286937885,84.26,1061,1061,"GRC",0.558757401822919,2,0.806116532669927
"2020-05","Greece",18383,0,-1.48202274682701,70.7593548387097,1198,1105,"GRC",0.367368005696771,1.53,1
"2020-06","Greece",18414,0,0.4115813351256,51.8486666666667,5037,1984,"GRC",NA,NA,NA
"2020-07","Greece",18444,0,0.775064303027833,56.63,19975,2153,"GRC",0,1,NA
"2020-08","Greece",18475,0,1.69894305630213,56.1367741935484,29067,2933,"GRC",1.41848366194566,5,0.881353453268883
"2020-09","Greece",18506,0,0.334268244055231,60.5383333333333,19836,2711,"GRC",1.46783227014507,7,0.754316570504382
"2020-10","Greece",18536,0,0.934799433465081,56.4341935483871,12566,2438,"GRC",1.78401057800494,13,0.695534425588242
"2020-11","Greece",18567,0,1.1561592520646,75.5223333333333,4890,2012,"GRC",2.32730322604995,20,0.776872902360181
"2020-12","Greece",18597,0,-0.676056854849808,83.5438709677419,3836,1884,"GRC",2.15425818501359,16.6,0.767690284294719
"2021-01","Greece",18628,0.0973708175960256,-0.617602267736734,81.7535483870968,3647,1893,"GRC",1.83438121676248,10.92,0.769609719874268
"2021-02","Greece",18659,1.45424707091344,0.634258983129357,81.0846428571429,4232,1958,"GRC",0.927791231594375,9.8,0.408836271102732
"2021-03","Greece",18687,3.8212378821818,0.754255808231793,88.44,4558,1996,"GRC",0.333196880955384,7.43,0.167506873682835
"2021-04","Greece",18718,6.68554988672709,0.113873680367334,82.962,4427,1791,"GRC",0.349749059058123,9.27,0.157689356209401
"2021-05","Greece",18748,13.3231098704961,-0.350857767086358,65.8625806451613,7335,1925,"GRC",0.272039712388581,6.77,0.143985283720062
"2021-06","Greece",18779,25.4324461326018,-1.04462502008794,48.8896666666667,20141,2228,"GRC",0.771668547812266,8,0.371094129046248
"2021-07","Greece",18809,39.2145262897412,1.25733244869348,57.6461290322581,49283,2709,"GRC",1.85202285463259,20.3,0.616037686196254
"2021-08","Greece",18840,46.5460211677104,0.28975478739193,72.2954838709677,59951,3528,"GRC",2.24313880521507,26,0.688481381394931
"2021-09","Greece",18871,47.8669519205351,-0.333685082723045,80.09,44998,3097,"GRC",2.24972791456606,28.93,0.66960981605889
"2021-10","Greece",18901,49.7650918718795,0.242415955674375,80.09,26038,2594,"GRC",2.05575325307939,21,0.67523012069394
"2021-11","Greece",18932,49.827174368438,0.822825082068961,80.09,11120,1957,"GRC",2.17118840432214,46.81,0.564637702843571
"2021-12","Greece",18962,56.1470684165739,0.323770746370577,79.791935483871,9670,1877,"GRC",2.0994018141638,36,0.585849230942892
"2022-01","Greece",18993,60.2787283374826,0.98724821022317,77.78,6680,1856,"GRC",2.13134147441796,11,0.888838432018203
"2022-02","Greece",19024,61.1728860298111,-0.41712183463253,73.7363636363636,7350,1782,"GRC",NA,NA,NA
"2019-12","Hong Kong",18231,0,NA,NA,NA,371,NA,NA,NA,NA
"2020-01","Hong Kong",18262,0,NA,35.9044444444444,NA,589,"HKG",NA,NA,NA
"2020-02","Hong Kong",18293,0,1.9339339580086,52.268275862069,NA,301,"HKG",NA,NA,NA
"2020-03","Hong Kong",18322,0,1.95277123943526,51.341935483871,NA,625,"HKG",0.869828548972067,2.52,0.965956597522704
"2020-04","Hong Kong",18353,0,-0.493876065452218,66.2066666666667,NA,771,"HKG",0.554517744447956,1.8,1
"2020-05","Hong Kong",18383,0,-2.02758818006958,63.2038709677419,NA,826,"HKG",NA,NA,NA
"2020-06","Hong Kong",18414,0,0.945642943886683,48.336,NA,746,"HKG",0,1,NA
"2020-07","Hong Kong",18444,0,2.83806301408503,55.3796774193548,NA,242,"HKG",0.349285527676347,2.04,0.538761840180752
"2020-08","Hong Kong",18475,0,-0.295615409616179,66.67,NA,412,"HKG",0.116440382334414,1.31,0.55225599508485
"2020-09","Hong Kong",18506,0,-1.71422064387825,62.346,NA,672,"HKG",0,1,NA
"2020-10","Hong Kong",18536,0,-0.160185701161728,51.85,NA,775,"HKG",0,1,NA
"2020-11","Hong Kong",18567,0,1.43488272930438,55.1243333333333,NA,379,"HKG",0.272837858076511,1.56,0.769637198710246
"2020-12","Hong Kong",18597,0,0.938050248934078,71.0309677419355,NA,998,"HKG",0.428048590356581,2.46,0.512162124131242
"2021-01","Hong Kong",18628,0,-0.45526288875736,71.3,NA,470,"HKG",0.315807448588719,1.84,0.593061887310804
"2021-02","Hong Kong",18659,0,-1.06614389298437,71.3,NA,428,"HKG",0.50327701274177,1.84,0.940578788403265
"2021-03","Hong Kong",18687,0.0447884337323859,-0.179793110440596,71.3,NA,452,"HKG",0.353505062085572,1.51,1
"2021-04","Hong Kong",18718,3.07341036422551,-0.408717143494542,71.3,NA,936,"HKG",0.616900990698351,1.89,1
"2021-05","Hong Kong",18748,8.31925795405967,-1.52215512819623,71.3,NA,781,"HKG",NA,NA,NA
"2021-06","Hong Kong",18779,13.3229772673706,0.202026627873288,71.3,NA,517,"HKG",NA,NA,NA
"2021-07","Hong Kong",18809,21.2497946360647,-0.295845383090942,66.9954838709677,NA,840,"HKG",NA,NA,NA
"2021-08","Hong Kong",18840,32.2716165577336,0.741156399746306,63.558064516129,NA,952,"HKG",0,1,NA
"2021-09","Hong Kong",18871,42.6323313705587,-0.18859116980755,59.26,NA,735,"HKG",0,1,NA
"2021-10","Hong Kong",18901,44.4556735159832,0.36044142673421,58.2148387096774,NA,151,"HKG",0,1,NA
"2021-11","Hong Kong",18932,41.4958787244089,-0.524070850516011,52.8726666666667,NA,305,"HKG",NA,NA,NA
"2021-12","Hong Kong",18962,40.15096529066,0.86148249537916,55.56,NA,436,"HKG",0,1,NA
"2022-01","Hong Kong",18993,37.7735124828852,1.98342688844025,63.2922580645161,NA,79,"HKG",0.299086739247119,1.8,0.568017540667811
"2022-02","Hong Kong",19024,36.6024401818086,4.81835735991922,65.74,NA,495,"HKG",0,1,NA
"2019-12","India",18231,0,NA,NA,NA,575,NA,NA,NA,NA
"2020-01","India",18262,0,NA,10.19,NA,467,"IND",NA,NA,NA
"2020-02","India",18293,0,0.693147180559945,10.19,NA,179,"IND",NA,NA,NA
"2020-03","India",18322,0,6.54678541076052,54.5248387096774,39122,4987,"IND",1.57941620190181,5.3,0.952526712186797
"2020-04","India",18353,0,3.17835268573405,98.6433333333333,46194,5030,"IND",2.1785964099586,18.6,0.746329088934542
"2020-05","India",18383,0,1.5376964770824,83.3296774193548,56953,4937,"IND",2.62397379890883,36.1,0.731847958471845
"2020-06","India",18414,0,0.930335186597674,87.5,70348,4605,"IND",2.61908563798554,46,0.684077030663479
"2020-07","India",18444,0,1.03401028502906,87.5,70146,4496,"IND",2.62852983795862,44,0.694608381778415
"2020-08","India",18475,0,0.585916601619946,85.65,69900,4775,"IND",2.46914221145437,39,0.673973157804751
"2020-09","India",18506,0,0.272982123320256,85.0333333333333,60994,5291,"IND",2.4009595330772,37,0.664916675250313
"2020-10","India",18536,0,-0.336976213039312,68.0835483870968,61425,5624,"IND",2.56337062218205,43,0.681529975362496
"2020-11","India",18567,0,-0.380874127893092,64.04,58452,5253,"IND",2.43557631914703,49,0.625819316562338
"2020-12","India",18597,0,-0.439571167467776,68.98,59493,5192,"IND",2.58699332395087,93,0.570752683500643
"2021-01","India",18628,0,-0.55940128248117,67.7251612903226,56706,4975,"IND",2.76278910259568,85,0.62187845569906
"2021-02","India",18659,0.0585086985154851,-0.283570068573557,61.9021428571429,57885,5338,"IND",2.86233726309093,92.19,0.632743293225784
"2021-03","India",18687,0.325215739512069,1.14051842843563,59.3048387096774,59557,5477,"IND",2.4271454147025,99,0.528200676774821
"2021-04","India",18718,0.837204299486287,1.83393678019959,70.896,56883,5127,"IND",2.40848963646118,128,0.496388007793572
"2021-05","India",18748,2.00134165804439,0.260565653750053,79.5216129032258,48128,4611,"IND",2.51666205157409,125,0.521230017041148
"2021-06","India",18779,2.5856911385961,-1.39339101114016,81.94,47129,4497,"IND",2.55481444453662,122,0.531807504743867
